Timestamp,Temperature_C,pH,Dissolved_Oxygen_mgL,Turbidity_NTU,Conductivity_uScm,Site,Warning,Temp_Rolling,DO_Change,Sudden_Jump
2026-02-02 19:00:00,17.73,7.35,8.48,5.84,334.57,river_site_A,False,17.790000000000003,-0.16000000000000014,False
2026-02-02 20:00:00,17.95,7.46,8.75,5.63,344.9,river_site_A,False,17.850000000000005,0.2699999999999996,False
2026-02-02 21:00:00,17.78,7.51,8.49,4.29,346.47,river_site_A,False,17.820000000000004,-0.2599999999999998,False
2026-02-02 22:00:00,18.47,7.42,8.73,4.72,337.65,river_site_A,False,18.066666666666666,0.2400000000000002,False
2026-02-02 23:00:00,17.89,7.26,8.65,4.41,339.6,river_site_A,False,18.046666666666667,-0.08000000000000007,False
2026-02-01 00:00:00,19.67,7.13,8.29,4.41,335.89,river_site_B,False,19.67,,False
2026-02-01 01:00:00,19.67,7.01,8.48,4.19,337.18,river_site_B,False,19.67,0.19000000000000128,False
2026-02-01 02:00:00,19.66,6.9,8.55,4.35,339.15,river_site_B,False,19.666666666666668,0.07000000000000028,False
2026-02-01 03:00:00,20.3,6.95,8.6,5.57,342.78,river_site_B,False,19.87666666666667,0.049999999999998934,False
2026-02-01 04:00:00,19.93,6.89,8.33,5.63,340.19,river_site_B,False,19.963333333333335,-0.2699999999999996,False
2026-02-01 05:00:00,20.41,6.9,8.61,5.76,337.96,river_site_B,False,20.213333333333335,0.27999999999999936,False
2026-02-01 06:00:00,20.62,6.98,8.68,6.03,333.53,river_site_B,False,20.32,0.07000000000000028,False
2026-02-01 07:00:00,20.6,7.11,8.5,5.65,321.6,river_site_B,False,20.543333333333333,-0.17999999999999972,False
2026-02-01 08:00:00,20.52,6.94,8.3,5.57,325.49,river_site_B,False,20.58,-0.1999999999999993,False
2026-02-01 09:00:00,20.45,6.99,8.18,6.44,315.26,river_site_B,False,20.523333333333333,-0.120000000000001,False
2026-02-01 10:00:00,20.89,7.11,8.46,5.92,317.95,river_site_B,False,20.62,0.28000000000000114,False
2026-02-01 11:00:00,20.6,7.09,8.67,5.64,319.94,river_site_B,False,20.64666666666667,0.20999999999999908,False
2026-02-01 12:00:00,20.61,6.95,8.41,5.0,304.42,river_site_B,False,20.7,-0.2599999999999998,False
2026-02-01 13:00:00,20.08,7.12,8.4,5.34,308.01,river_site_B,False,20.43,-0.009999999999999787,False
2026-02-01 14:00:00,20.01,6.92,8.46,4.63,304.96,river_site_B,False,20.233333333333334,0.0600000000000005,False
2026-02-01 15:00:00,19.85,6.96,8.39,4.19,298.88,river_site_B,False,19.98,-0.07000000000000028,False
2026-02-01 16:00:00,20.03,7.09,8.59,3.36,292.12,river_site_B,False,19.963333333333335,0.1999999999999993,False
2026-02-01 17:00:00,19.91,6.94,8.65,3.65,302.59,river_site_B,False,19.93,0.0600000000000005,False
2026-02-01 18:00:00,19.87,6.95,8.57,2.64,291.55,river_site_B,False,19.936666666666667,-0.08000000000000007,False
2026-02-01 19:00:00,19.74,7.06,8.47,2.83,299.26,river_site_B,False,19.84,-0.09999999999999964,False
2026-02-01 20:00:00,19.02,6.96,8.79,2.79,293.73,river_site_B,False,19.543333333333333,0.3199999999999985,False
2026-02-01 21:00:00,19.24,7.07,8.7,2.2,292.59,river_site_B,False,19.333333333333332,-0.08999999999999986,False
2026-02-01 22:00:00,18.74,6.96,8.57,1.62,285.43,river_site_B,False,19.0,-0.129999999999999,False
2026-02-01 23:00:00,18.99,7.0,8.46,1.48,283.49,river_site_B,False,18.99,-0.10999999999999943,False
2026-02-02 00:00:00,18.77,6.88,8.81,2.31,297.16,river_site_B,False,18.833333333333332,0.34999999999999964,False
2026-02-02 01:00:00,18.0,6.95,8.9,1.54,290.3,river_site_B,False,18.58666666666667,0.08999999999999986,False
2026-02-02 02:00:00,18.01,7.1,8.9,2.52,288.64,river_site_B,False,18.26,0.0,False
2026-02-02 03:00:00,18.18,6.97,8.82,2.06,295.24,river_site_B,False,18.063333333333336,-0.08000000000000007,False
2026-02-02 04:00:00,18.03,7.07,8.71,2.72,295.61,river_site_B,False,18.073333333333334,-0.10999999999999943,False
2026-02-02 05:00:00,18.46,6.99,8.89,2.87,308.67,river_site_B,False,18.223333333333333,0.17999999999999972,False
2026-02-02 06:00:00,18.64,6.99,8.53,3.27,305.09,river_site_B,False,18.37666666666667,-0.3600000000000012,False
2026-02-02 07:00:00,18.69,7.1,8.84,3.39,304.0,river_site_B,False,18.596666666666668,0.3100000000000005,False
2026-02-02 08:00:00,18.54,7.11,8.71,3.77,317.02,river_site_B,False,18.623333333333335,-0.129999999999999,False
2026-02-02 09:00:00,18.83,6.94,8.8,4.38,321.53,river_site_B,False,18.686666666666667,0.08999999999999986,False
2026-02-02 10:00:00,18.42,6.98,8.96,4.7,317.82,river_site_B,False,18.596666666666668,0.16000000000000014,False
2026-02-02 11:00:00,18.76,6.86,8.38,5.38,317.86,river_site_B,False,18.669999999999998,-0.5800000000000001,False
2026-02-02 12:00:00,19.46,6.96,8.28,6.18,330.86,river_site_B,False,18.880000000000003,-0.10000000000000142,False
2026-02-02 13:00:00,19.38,7.09,8.36,5.63,333.84,river_site_B,False,19.2,0.08000000000000007,False
2026-02-02 14:00:00,19.62,6.89,8.67,5.97,323.5,river_site_B,False,19.486666666666668,0.3100000000000005,False
2026-02-02 15:00:00,19.32,6.93,8.78,6.16,337.57,river_site_B,False,19.44,0.10999999999999943,False
2026-02-02 16:00:00,19.87,6.88,8.39,5.84,328.83,river_site_B,False,19.603333333333335,-0.3899999999999988,False
2026-02-02 17:00:00,19.96,7.09,8.48,5.51,344.25,river_site_B,False,19.71666666666667,0.08999999999999986,False
2026-02-02 18:00:00,20.27,6.85,8.48,5.48,333.3,river_site_B,False,20.033333333333335,0.0,False
2026-02-02 19:00:00,20.27,7.03,8.31,5.44,342.38,river_site_B,False,20.166666666666668,-0.16999999999999993,False
2026-02-02 20:00:00,20.11,7.14,8.23,5.26,340.12,river_site_B,False,20.216666666666665,-0.08000000000000007,False
2026-02-02 21:00:00,20.92,7.02,8.32,4.83,341.91,river_site_B,False,20.433333333333334,0.08999999999999986,False
2026-02-02 22:00:00,20.96,6.93,8.09,4.81,336.49,river_site_B,False,20.663333333333338,-0.23000000000000043,False
2026-02-02 23:00:00,20.79,7.04,8.57,4.33,335.03,river_site_B,False,20.89,0.4800000000000004,False
2026-02-01 00:00:00,20.94,6.81,8.58,3.61,344.47,river_site_C,False,20.94,,False
2026-02-01 01:00:00,21.47,6.86,8.4,4.79,332.75,river_site_C,False,21.205,-0.17999999999999972,False
2026-02-01 02:00:00,21.91,6.79,8.15,4.27,334.18,river_site_C,False,21.439999999999998,-0.25,False
2026-02-01 03:00:00,21.51,6.93,8.33,5.77,338.43,river_site_C,False,21.63,0.17999999999999972,False
2026-02-01 04:00:00,21.84,6.88,8.09,5.33,340.52,river_site_C,False,21.753333333333334,-0.2400000000000002,False
2026-02-01 05:00:00,22.48,6.75,7.98,5.61,340.12,river_site_C,False,21.94333333333333,-0.10999999999999943,False
2026-02-01 06:00:00,22.5,6.92,8.13,6.53,331.3,river_site_C,False,22.27333333333333,0.15000000000000036,False
2026-02-01 07:00:00,22.4,6.93,8.22,6.43,332.14,river_site_C,False,22.459999999999997,0.08999999999999986,False
2026-02-01 08:00:00,22.13,6.83,8.44,6.15,322.51,river_site_C,False,22.343333333333334,0.21999999999999886,False
2026-02-01 09:00:00,22.16,6.85,8.12,6.17,320.85,river_site_C,False,22.23,-0.3200000000000003,False
2026-02-01 10:00:00,22.65,6.76,7.91,6.35,316.18,river_site_C,False,22.313333333333333,-0.20999999999999908,False
2026-02-01 11:00:00,22.86,6.73,8.45,6.24,308.18,river_site_C,False,22.55666666666667,0.5399999999999991,False
2026-02-01 12:00:00,22.5,6.76,8.38,5.63,318.67,river_site_C,False,22.67,-0.06999999999999851,False
2026-02-01 13:00:00,22.01,6.83,8.43,4.52,301.01,river_site_C,False,22.456666666666667,0.049999999999998934,False
2026-02-01 14:00:00,22.39,6.76,8.14,4.78,306.28,river_site_C,False,22.3,-0.28999999999999915,False
2026-02-01 15:00:00,22.16,6.93,8.16,4.61,302.65,river_site_C,False,22.186666666666667,0.019999999999999574,False
2026-02-01 16:00:00,21.87,6.77,8.37,3.58,292.43,river_site_C,False,22.14,0.20999999999999908,False
2026-02-01 17:00:00,21.85,6.8,8.21,3.54,292.28,river_site_C,False,21.959999999999997,-0.15999999999999837,False
2026-02-01 18:00:00,21.28,6.78,8.64,2.81,300.62,river_site_C,False,21.666666666666668,0.4299999999999997,False
2026-02-01 19:00:00,21.26,6.69,8.56,2.66,298.63,river_site_C,False,21.463333333333335,-0.08000000000000007,False
2026-02-01 20:00:00,21.03,6.68,8.49,2.83,288.12,river_site_C,False,21.19,-0.07000000000000028,False
2026-02-01 21:00:00,20.76,6.67,8.43,2.64,295.87,river_site_C,False,21.01666666666667,-0.0600000000000005,False
2026-02-01 22:00:00,20.87,6.93,8.48,2.35,290.14,river_site_C,False,20.88666666666667,0.05000000000000071,False
2026-02-01 23:00:00,20.23,6.71,8.26,2.26,282.68,river_site_C,False,20.62,-0.22000000000000064,False
2026-02-02 00:00:00,20.44,6.76,8.63,1.97,292.81,river_site_C,False,20.513333333333335,0.370000000000001,False
2026-02-02 01:00:00,19.94,6.74,8.81,2.25,292.69,river_site_C,False,20.203333333333333,0.17999999999999972,False
2026-02-02 02:00:00,20.4,6.9,8.2,2.71,296.27,river_site_C,False,20.26,-0.6100000000000012,False
2026-02-02 03:00:00,20.09,6.85,8.4,2.83,300.62,river_site_C,False,20.143333333333334,0.20000000000000107,False
2026-02-02 04:00:00,20.21,6.7,8.75,2.59,305.23,river_site_C,False,20.233333333333334,0.34999999999999964,False
2026-02-02 05:00:00,19.75,6.69,8.32,2.62,298.68,river_site_C,False,20.016666666666666,-0.4299999999999997,False
2026-02-02 06:00:00,20.32,6.75,8.73,3.89,310.19,river_site_C,False,20.093333333333334,0.41000000000000014,False
2026-02-02 07:00:00,20.02,6.84,8.53,3.38,304.84,river_site_C,False,20.03,-0.20000000000000107,False
2026-02-02 08:00:00,20.35,6.8,8.26,4.77,305.95,river_site_C,False,20.23,-0.2699999999999996,False
2026-02-02 09:00:00,20.58,6.87,8.49,5.07,316.07,river_site_C,False,20.316666666666666,0.23000000000000043,False
2026-02-02 10:00:00,20.87,6.66,8.12,5.21,319.83,river_site_C,False,20.599999999999998,-0.370000000000001,False
2026-02-02 11:00:00,20.9,6.88,8.34,5.55,322.06,river_site_C,False,20.78333333333333,0.22000000000000064,False
2026-02-02 12:00:00,21.07,6.74,8.65,5.65,330.31,river_site_C,False,20.94666666666667,0.3100000000000005,False
2026-02-02 13:00:00,21.31,6.74,8.09,5.36,327.59,river_site_C,False,21.09333333333333,-0.5600000000000005,False
2026-02-02 14:00:00,21.35,6.71,8.4,5.81,334.91,river_site_C,False,21.243333333333332,0.3100000000000005,False
2026-02-02 15:00:00,21.75,6.91,8.58,5.65,331.86,river_site_C,False,21.47,0.17999999999999972,False
2026-02-02 16:00:00,21.8,6.75,8.26,5.8,332.03,river_site_C,False,21.633333333333336,-0.3200000000000003,False
2026-02-02 17:00:00,21.6,6.74,8.24,6.11,333.74,river_site_C,False,21.71666666666667,-0.019999999999999574,False
2026-02-02 18:00:00,22.38,6.7,8.11,5.89,336.01,river_site_C,False,21.926666666666666,-0.13000000000000078,False
2026-02-02 19:00:00,22.44,6.8,8.22,5.54,336.69,river_site_C,False,22.14,0.11000000000000121,False
2026-02-02 20:00:00,21.96,6.93,8.27,5.79,335.44,river_site_C,False,22.26,0.049999999999998934,False
2026-02-02 21:00:00,22.31,6.67,8.22,5.32,342.2,river_site_C,False,22.236666666666668,-0.049999999999998934,False
2026-02-02 22:00:00,22.46,6.81,8.41,4.39,345.09,river_site_C,False,22.243333333333336,0.1899999999999995,False
2026-02-02 23:00:00,22.68,6.88,8.1,3.93,338.84,river_site_C,False,22.48333333333333,-0.3100000000000005,False
